id_autos,color,number,name,brand,classes_id_classes
362,green,CKRQK9,Lonnie,Audi,75
363,orange," 2OZ 7",Harmonia,Suzuki,72
364,white,XVLQNN,Raquela,"Honda ",71
365,white,HTJID6,Caryl,UAZ,70
366,green,O 5WY9,Verla,"Chrysler ",72
367,black,UOWSDK,Vivia,KIA,71
368,white,GB3IGH,Marsiella,"Citroen ",73
369,khaki,AAT 10,Laurene,BMW,74
370,metallic,"ZESII ",Lindie,Jeep,74
371,grey,"SMJUA ",Oralee,Opel,73
372,carbon,CPI3NG,Silvana,Audi,72
373,brown,6MI1LN,Elmira,BMW,73
374,khaki,W49XBR,Wendi,"Chevrolet ",72
375,white,UNJG B,Perry,Renault,70
376,olive,DIURBP,Sue,Bentley,70
377,khaki,SGNZOX,Karlee,BMW,71
378,black,OV 0JU,Kristan,Bentley,74
379,red,WFY8AH,Ann-Marie,"Geely ",75
380,black,IQYGTN,Nicoli,Datsun,70
381,brown,B7MEOZ,Sidoney,KIA,74
382,olive,2HW XQ,Lorne,"Aston Martin ",70
383,grey,14W9YG,Charmaine,KIA,71
384,brown,L2EV3O,Marjie,Gas,72
385,pink,Y8R7XS,Roz,"Honda ",72
386,purple,NVF 56,Orelia,Gazel,74
387,brown,L6SJS3,Audrie,Datsun,74
388,yellow,ZIXL5I,Eve,KIA,74
389,orange,B FREY,Ebonee,LADA,72
390,grey,K5A0 I,Viviene,Audi,72
391,green,5Q3ZE6,Sabina,"Honda ",72
392,carbon," 1 9G5",Eolanda,UAZ,70
393,metallic,1M5YQ9,Meriel,Opel,74
394,yellow," 4M3VW",Ermengarde,Ford,70
395,yellow,AF7EUU,Shauna,LADA,73
396,brown,UYRSVC,Ileana,Ford,72
397,khaki,IVFK Y,Damaris,"Citroen ",75
398,black,"M93AY ",Calla,Bentley,72
399,black,B2PHSM,Lenna,Datsun,75
400,blue,Z5PW85,Cyndie,Gazel,70
401,black,GKVSVA,Chickie,"Geely ",73
402,brown,GVF6U5,Misha,Ford,73
403,olive,BR J2Z,Mary,LADA,72
404,white,BC2986,Kittie,"Citroen ",72
405,white," I1ZW1",Abbie,Ford,70
406,grey,NP KIM,Amara,Toyota,72
407,metallic,W4TXB9,Sean,"Mazda ",70
408,purple,75FMZ1,Stephanie,"DODGE ",74
409,purple," 6 B 9",Cindelyn,Opel,75
410,khaki,9J2Q6M,Tierney,BMW,75
411,purple,C71U19,Chastity,"Aston Martin ",72
412,red,PMA0FF,Jorry,"Daewoo ",75
413,black," 54K1I",Joleen,LADA,74
414,olive,N4VJ8R,Oralee,Suzuki,72
415,carbon,VKYT2X,Jessamyn,Toyota,74
416,black,DK7BCQ,Cherrita,Gazel,71
417,grey,AP5TEU,Paola,BMW,70
418,purple,9VSF5R,Arabel,Opel,73
419,orange,E6CRWP,Lelah,Gazel,73
420,pink," GH 96",Aubrie,"Honda ",74
421,olive," JSTR2",Benita,"Ferrari ",75
422,pink,IYGTA9,Agathe,"Chevrolet ",74
423,yellow,EMGP Q,Roslyn,Subaru,74
424,orange," KC7EQ",Gusella,"Mazda ",72
425,purple,CRCO7W,Daryl,Audi,72
426,red,S9ETWS,Lusa,BMW,72
427,metallic,07J3 Q,Tilly,"Chrysler ",70
428,pink,XVWG6U,Sara-Ann,"Jaguar ",72
429,carbon,NDS4M5,Carolina,KIA,73
430,yellow,QQ4TQL,Candi,"Citroen ",70
431,grey,NXNGW1,Marjie,Renault,70
432,pink,PIB8RX,Kaia,Jeep,75
433,metallic,T6ML F,Rani,Datsun,71
434,khaki,AA2V6O,Jenilee,Audi,71
435,red,M 6IH0,Daune,Gazel,72
436,yellow," 9ZBSA",Dione,Bentley,73
437,black,QRKUVY,Goldie,Opel,72
438,black,M1JR7H,Mureil,"Chevrolet ",72
439,brown,MQ0B03,Michaelina,UAZ,75
440,red,"XAQ8E ",Nonnah,"Daewoo ",75
441,purple,U3P6LN,Amalie,LADA,75
442,purple,42J9J4,Aaren,Renault,71
443,orange,3IXIXJ,Cathie,"Mazda ",73
444,khaki,V N3A3,Aigneis,"Daewoo ",70
445,pink,WW6Z P,Sophia,"Honda ",70
446,brown,AI9NQT,Justinn,Opel,72
447,green,"YNFV8 ",Carlie,Audi,74
448,yellow," PBOOZ",Netty,Gazel,73
449,blue,XUJL5R,Alex,Audi,71
450,white,045L0I,Myrtice,KIA,71
451,pink,4ZLV3Q,Tierney,Toyota,72
452,olive,3S96IC,Fawne,Audi,75
453,khaki,DARG6E,Darlleen,Opel,72
454,green,4GPAPM,Tiffie,"DODGE ",70
455,orange,AW 5G8,Catrina,Subaru,71
456,pink,SOUZAJ,Vinita,"Mazda ",72
457,purple,XSLRYW,Rhea,"DODGE ",70
458,khaki," DS4PI",Linzy,Jeep,75
459,red,8YAD4S,Hollie,Subaru,72
460,red,MK8P2Z,Valli,Suzuki,70
461,olive,IWFY3J,Wynne,"Jaguar ",75
462,green,N0GDGU,Fred,Audi,73
463,black,R J7W2,Lulita,Toyota,70
464,metallic,"ETZUA ",Gabriellia,LADA,72
465,white,"A UL9 ",Moyna,"Chrysler ",73
466,brown,S1N1SR,Aeriela,"DODGE ",72
467,metallic,C6V6 Z,Carolina,"Jaguar ",75
468,green,8PR4AV,Nelle,Gazel,75
469,pink,T XIDQ,Judy,"Daewoo ",72
470,orange,W6IJCV,Shirlee,"DODGE ",73
471,metallic,YGPHO5,Inga,LADA,70
472,yellow,GYD CS,Rubie,"FIAT ",71
473,brown,SFC567,Mignon,Suzuki,71
474,white,IQ47N3,Kial,"FIAT ",72
475,red,R779PG,Cordi,Toyota,75
476,white,8PBWJB,Margalo,Jeep,72
477,white,28ES 9,Theodora,Opel,74
478,olive,ZEZOHO,Maisey,Audi,75
479,khaki,"K5MD7 ",Marcelline,Toyota,74
480,white,LX96 G,Ericka,Bentley,71
481,brown,IKD0 5,Winifred,"Honda ",70
482,purple,SABTSN,Ofilia,LADA,74
483,khaki,2I77I5,Kerrin,"Daewoo ",75
484,red,H6PTZG,Joeann,"Chrysler ",72
485,purple,SX48WG,Vere,UAZ,70
486,white,9EV8ZC,Aigneis,Renault,74
487,grey,3OLINQ,Cherrita,"DODGE ",73
488,pink,IEOMWI,Ashlee,"Honda ",74
489,red,3O1ADZ,Kassey,Jeep,74
490,brown,"61NCA ",Talya,Datsun,74
491,olive,SA NHW,Iseabal,Audi,74
492,metallic,"S UPJ ",Dacia,"Daewoo ",71
493,grey,"83VH1 ",Frieda,Ford,72
494,white,8T3Y A,Corene,Suzuki,73
495,purple,Q MCTY,Norine,Bentley,74
496,pink,K21 JA,Ilse,Opel,73
497,olive,OROCOF,Coral,"Mazda ",71
498,grey,IEWR D,Queenie,Gazel,71
499,blue,04F BO,Sarette,"Citroen ",75
500,white,SXILEC,Regina,UAZ,70
501,grey,EZNSSW,Sybille,Bentley,75
502,metallic,7MM90L,Kamilah,Renault,73
503,red,HYUZDG,Adelle,"DODGE ",73
504,khaki,CKV7 7,Myrtice,"Jaguar ",71
505,white,J7 JS0,Tatiania,Suzuki,75
506,pink,LHX0MS,Clo,"Honda ",73
507,brown,480ENT,Ann-Marie,"Chevrolet ",70
508,brown," N29CJ",Cecile,Renault,74
509,pink,G03PF8,Courtnay,"Daewoo ",73
510,green,SZ2KWJ,Hermione,Gazel,72
511,green," 9SEZH",Flory,BMW,73
512,metallic,DVCV7F,Emylee,Subaru,74
513,khaki,I51TI4,Mallory,Subaru,75
514,yellow,Q KHJ2,Tomasina,"Ferrari ",75
515,red,BER9OD,Janeczka,KIA,72
516,pink,MM GCG,Modestia,Bentley,72
517,purple,6IEBWU,Nerta,Suzuki,75
518,yellow,W7UURF,Candi,"Geely ",70
519,white,"2WBT4 ",Leanna,"Honda ",72
520,carbon,UGFL6X,Sallie,"Aston Martin ",72
521,brown,4SFC68,Kylynn,Subaru,72
522,metallic,ZEXLP4,Elena,Subaru,72
523,white,SCVP A,Dione,"Citroen ",74
524,yellow,MIQEDQ,Ronna,"DODGE ",72
525,carbon," USN  ",Fred,KIA,74
526,yellow,MCFEEP,Ezmeralda,"Citroen ",72
527,grey," 693EY",Minne,Gas,71
528,purple,0LJZF9,Winny,"Aston Martin ",71
529,white,6PD4ZJ,Clarice,Jeep,74
530,pink,KFK15F,Aili,"Jaguar ",74
531,pink,WW29JV,Carly,"Ferrari ",71
532,olive,Q38WWP,Deane,Bentley,71
533,black,4 YMXN,Sean,Datsun,73
534,green,0PPXEW,Nicoli,Ford,74
535,carbon,NBMMWN,Lanna,Bentley,75
536,purple,PCZ0VX,Aili,"Honda ",70
537,orange,8Y74OR,Brooks,Suzuki,75
538,pink,4 I5 B,Veda,"Jaguar ",70
539,orange,"OYKOL ",Mignon,Suzuki,75
540,red,GAFP7Y,Diena,Datsun,70
541,khaki,"2W S1 ",Siana,"Citroen ",70
542,red,VTYQQS,Anica,Jeep,73
543,carbon," 4QK 2",Britte,"Chevrolet ",75
544,white,ROWYE0,Emma,Toyota,74
545,grey,1HFM1T,Lexine,"Ferrari ",74
546,olive,W8FO48,Lacie,"Daewoo ",75
547,metallic,VOSJBP,Cam,"Daewoo ",70
548,pink,C15WPN,Vere,BMW,72
549,brown,XWCNK2,Gratia,Gas,72
550,metallic,PK7TU1,Lizzie,Subaru,70
551,khaki,UQ5W2N,Coral,"Chevrolet ",75
552,pink,RT8J1F,Codie,"DODGE ",75
553,black,A Y3NU,Evita,Bentley,71
554,olive,HYD9P5,Beth,Gazel,72
555,orange,4X9VGT,Blinni,"Aston Martin ",73
556,purple,6PL5C2,Vevay,"FIAT ",75
557,carbon,F4 GD5,Steffane,Gas,73
558,black,VBEY49,Gabriellia,UAZ,70
559,olive,"FCM0K ",Dorthy,"Geely ",75
560,khaki,D6KR9H,Peri,Gazel,75
561,metallic,3MRDY2,Lelah,UAZ,73
562,carbon,CGZ5VT,Sallie,Suzuki,70
563,black,LEIQ5X,Elbertina,Opel,72
564,olive,LAOMMR,Bernardine,BMW,74
565,black,2TK8I4,Nadine,Subaru,73
566,orange,32HGPV,Teddie,LADA,72
567,khaki,MTDX2A,Jeanna,Bentley,72
568,olive,5U934M,Trixi,Ford,73
569,pink,P5U3ZY,Jsandye,Audi,71
570,black,HEI3MZ,Sonni,Suzuki,74
571,grey,QZ3UM2,Zondra,"FIAT ",71
572,yellow,MK39MC,Vevay,Suzuki,73
573,yellow,"BAFUH ",Modestia,"Ferrari ",72
574,green,EKK92K,Kary,Datsun,70
575,olive,WR7BRA,Odessa,KIA,74
576,orange," 4P 5Q",Sean,"Mazda ",75
577,yellow,VYUH48,Viviene,"Citroen ",72
578,metallic,0H4ECM,Alex,"Jaguar ",75
579,metallic,X9L2GT,June,"Geely ",70
580,black,0ZKR7H,Vonny,"Jaguar ",75
581,pink,"XXLSR ",Sherrie,Gas,70
582,brown,K971TN,Katleen,"Citroen ",75
583,black,K5EOY7,Etta,BMW,75
584,blue,"NFV25 ",Modestia,LADA,72
585,purple,IZ T M,Briney,Renault,74
586,blue,PZC410,Jaime,KIA,71
587,carbon,YNMQAW,Roxane,"Daewoo ",73
588,pink,N3 0G9,Maud,"Chrysler ",72
589,carbon," X6U3L",Brandise,"DODGE ",71
590,blue,X3646L,Ruthe,LADA,75
591,metallic,D 8O O,Elka,"Honda ",71
592,olive,WX853A,Mariann,Gazel,75
593,orange,"E4 53 ",Karolina,Subaru,74
594,orange,RDRKWB,Zia,Gazel,74
595,metallic,1PU E0,Corene,"Aston Martin ",73
596,blue,M6 PTN,Tracey,"Ferrari ",74
597,olive,57F3YS,Hayley,Toyota,74
598,olive,DW8YQT,Meg,"DODGE ",70
599,metallic,72CZDU,Deirdre,Ford,71
600,red," BODOC",Lindie,Opel,74
601,pink,D1J9XY,Selia,"Daewoo ",73
602,green," 950IS",Karena,"Daewoo ",74
603,white,ZE59DH,Angelique,KIA,71
604,red,QZZCI5,Corina,"Chevrolet ",73
605,metallic," IJT62",Ashlee,"Mazda ",70
606,orange,YZZ856,Sarette,Toyota,71
607,yellow,WRJ3OC,Ezmeralda,Datsun,74
608,green,3C808S,Miquela,Datsun,71
609,yellow,JY3AXF,Tina,Toyota,73
610,white,YQHILI,Louella,Bentley,70
611,pink,KI ZNI,Annice,Ford,73
612,black," F 9OJ",Pierette,Datsun,72
613,khaki," LENIN",Vonny,Jeep,74
614,brown,262J61,Maisey,BMW,72
615,metallic,QKC2FU,Randa,Opel,75
616,khaki,SJ0OAW,Stevana,"DODGE ",72
617,purple,NQA1N0,Judy,BMW,75
618,khaki,QLJUSE,Candi,LADA,74
619,orange,USIDO5,Ofilia,Jeep,70
620,yellow,KYWKZ3,Jaime,Gazel,71
621,brown,GR4502,Ninnetta,"Chrysler ",75
622,metallic,Y96GGG,Juliane,"Mazda ",71
623,orange,2Y3OJ3,Lorenza,Toyota,73
624,purple,XLZDW6,Kate,"DODGE ",74
625,white,EBW VB,Jobi,"Mazda ",74
626,pink,"CJ76N ",Catrina,LADA,72
627,carbon,M 7FIC,Desirae,Ford,74
628,red,QDMRR8,Jaime,Audi,73
629,white,QJQIZP,Roberta,Datsun,73
630,khaki,7FKWJR,Clary,BMW,75
631,red,GHECG3,Genevra,"Chevrolet ",71
632,olive,B42E8N,Lynnea,Bentley,70
633,red," WEYGB",Mariele,Datsun,74
634,grey,YJCBMK,Lila,"Ferrari ",71
635,blue,UWWFVB,Chastity,Gas,71
636,blue,QJVBU5,Nerta,"Honda ",71
637,orange,GPIMVG,Fred,"Chevrolet ",71
638,red,M3D6UM,Berta,KIA,75
639,white,T1VHDH,Jany,KIA,73
640,brown,V4GSWD,Caressa,"Chevrolet ",71
641,black,GCP9PY,Meghann,"Honda ",74
642,brown,28C CB,Shauna,Subaru,75
643,metallic,5R7XTH,Jackie,"Citroen ",71
644,metallic,YIEAXZ,Roxane,"FIAT ",72
645,purple,OCHK04,Ronna,"Aston Martin ",73
646,pink," VP8RH",Farrah,UAZ,70
647,orange,YRSNXS,Claresta,Opel,70
648,khaki,3 T79T,Cyb,Gazel,71
649,olive,0SJHAO,Carmencita,KIA,75
650,khaki,DTU9AP,Leona,"Daewoo ",71
651,carbon,ZC9283,Carree,Gazel,72
652,green,STOLC3,Patricia,Ford,74
653,red,ZV9QT1,Bee,"Citroen ",75
654,khaki,RPEKWT,Maridel,"FIAT ",74
655,brown,GEMC L,Fanchon,Renault,72
656,blue,1WNN N,Marylou,"Mazda ",75
657,red,VW3ARS,Claudina,Ford,73
658,orange,Z7QH 6,Bill,UAZ,71
659,pink,74UTK6,Fidelia,Gazel,72
660,metallic,BSHXKA,Cyndie,KIA,75
661,pink,1FQADU,Lexine,"FIAT ",71
662,purple,B3E 56,Dulcinea,Ford,73
663,red,XANXYX,Benita,"Citroen ",73
664,orange,QGSN 4,Sissy,Bentley,70
665,red,RF28SW,Lanae,Ford,71
666,white,Z8 FZG,Kathi,BMW,72
667,white," 18 PV",Elfreda,Audi,74
668,orange,1A7NCI,Letizia,"Jaguar ",75
669,khaki,EDZJYQ,Lucy,"Ferrari ",74
670,grey,"2HV D ",Latisha,Jeep,71
